"external_gene_name","entrezgene_id"
"ASGR1",432
"GNPDA1",10007
"THG1L",54974
"PTGIS",5740
"SPTB",6710
"IAH1",285148
"CD52",1043
"SIPA1L3",23094
"SH3BGRL3",83442
"SULT2A1",6822
"FEZ2",9637
"RAB42",115273
"SDHD",6392
"VWA2",340706
"BPNT1",10380
"CARD16",114769
"JMJD6",23210
"EPO",2056
"BSPH1",100131137
"UBXN11",91544
"FARP2",9855
"FITM1",161247
"C1QB",713
"ELSPBP1",64100
"ERO1B",56605
"CARD17",440068
"ALKAL1",389658
"KCNK7",10089
"DAGLB",221955
"LCORL",254251
"CFAP77",389799
"WDR27",253769
"TMEM30B",161291
"TSFM",10102
"PHC1",1911
"PIK3C2G",5288
"MARS2",92935
"OLAH",55301
"GCKR",2646
"BOLL",66037
"CABP5",56344
"DPF1",8193
"PRKCH",5583
"C1QL2",165257
"SLC6A3",6531
"NCAPG",64151
"DECR1",1666
"ZNF99",7652
"PLA2G4C",8605
"ZNF723",646864
"TEX12",56158
"ZNF728",388523
"PLEKHG3",26030
"LMBRD2",92255
"GPR137B",7107
"IL18",3606
"MEIS1",4211
"CRIM1",51232
"BTNL3",10917
"WAPL",23063
"METTL1",4234
"LYRM2",57226
"ARV1",64801
"PPM1L",151742
"ADAM17",6868
"CCNDBP1",23582
"KDELR2",11014
"ACBD7",414149
"TCTN2",79867
"TMEM104",54868
"EEF1AKMT3",25895
"CKMT1A",548596
"MFSD11",79157
"NFIX",4784
"RPP38",10557
"SPHKAP",80309
"LRRC31",79782
"CYP27B1",1594
"ANKRD6",22881
"RMND5B",64777
"STK25",10494
"UBOX5",22888
"PLXNB2",23654
"ERFE",151176
"NMT2",9397
"NDFIP1",80762
"SLC9B1",150159
"SLC48A1",55652
"COG6",57511
"FASTKD5",60493
"RERGL",79785
"RPL18A",6142
"FAM89A",375061
"KEAP1",9817
"AVIL",10677
"C2orf68",388969
"TRIM67",440730
"LGALS3",3958
"TP53TG3",24150
"TP53TG3",102723655
"TP53TG3",102723713
"TP53TG3",102724101
"TP53TG3",102724127
"LYPD6B",130576
"TRIM62",55223
"PPP4R1",9989
"NBN",4683
"FXYD5",53827
"BARHL1",56751
"LIG1",3978
"MYL6",4637
"STPG2",285555
"ZNF266",10781
"RAPGEF3",10411
"TYW1",55253
"ZNF598",90850
"UCHL1",7345
"SLC17A2",10246
"BRDT",676
"CNIH4",29097
"MPL",4352
"VDR",7421
"ING4",51147
"AL109810.2",149373
"NHP2",55651
"CARD18",59082
"DNM1L",10059
"NDUFA5",4698
"MON1B",22879
"CD7",924
"FBRS",64319
"BTNL9",153579
"RNF217",154214
"IRX3",79191
"RAPGEF5",9771
"SERPINB13",5275
"C2orf16",84226
"SAMD7",344658
"ANAPC2",29882
"SBDS",51119
"NKAIN2",154215
"PLEKHG1",57480
"PID1",55022
"STAP1",26228
"ENTHD1",150350
"SYCE1L",100130958
"SECISBP2",79048
"RCOR1",23186
"SRSF2",6427
"SLC36A1",206358
"ZNF560",147741
"SSNA1",8636
"SLC35C1",55343
"RAP1GDS1",5910
"FGF1",2246
"ADAMTS18",170692
"SMIM18",100507341
"CISD2",493856
"KLF15",28999
"HYPK",25764
"GTF2E2",2961
"KCND1",3750
"SUSD2",56241
"ZNF362",149076
"CYB5R3",1727
"SERF2",10169
"C19orf33",64073
"ALAD",210
"PUM2",23369
"DNAJB5",25822
"FAF1",11124
"DNER",92737
"SALL4",57167
"GRK4",2868
"EPB42",2038
"TC2N",123036
"SARDH",1757
"METTL23",124512
"PPP1R14A",94274
"NT5C2",22978
"TMPRSS13",84000
"GRAP2",9402
"GNAI1",2770
"HOXB7",3217
"TSPAN3",10099
"HOXB8",3218
"MED6",10001
"HOXB9",3219
"KIN",22944
"HIVEP2",3097
"ZNF426",79088
"LPGAT1",9926
"SPRY4",81848
"YIF1B",90522
"SPRN",503542
"LRGUK",136332
"MTG1",92170
"C9orf131",138724
"S1PR5",53637
"CATSPERB",79820
"MRPL18",29074
"CAPN15",6650
"SLC23A1",9963
"IARS2",55699
"ELL3",80237
"EPHB2",2048
"TMEM62",80021
"USP1",7398
"LZTS3",9762
"KRI1",65095
"TCTEX1D1",200132
"ILKAP",80895
"ZNF730",100129543
"AS3MT",57412
"ZSWIM9",374920
"PNLDC1",154197
"GRIN2C",2905
"GJA3",2700
"PAOX",196743
"IGFBP1",3484
"ATP5MGL",267020
"MRPS36",92259
"MYL6B",140465
"BAP1",8314
"NSMCE4A",54780
"SERPINB4",6318
"CARD8",22900
"BORCS7",119032
"C6orf15",29113
"SERINC4",619189
"PAIP2",51247
"DOCK3",1795
"BPTF",2186
"CNNM2",54805
"ZNF121",7675
"NECAP2",55707
"AC092329.3",440519
"ZNF724",440519
"OR2V1",26693
"MAS1",4142
"NRXN1",9378
"ATP6V0A2",23545
"AFAP1L2",84632
"OR2V2",285659
"PDIA3",2923
"PRAC1",84366
"A3GALT2",127550
"HDAC7",51564
"TGFA",7039
"SLC5A5",6528
"PHC2",1912
"PRDX5",25824
"TMEM67",91147
"FABP3",2170
"ZNF675",171392
"GTF2H1",2965
"UBE2R2",54926
"C1orf131",128061
"OPN4",94233
"TMC5",79838
"TRIM7",81786
"CYB561A3",220002
"PRSS3",5646
"ZNF91",7644
"MAGEL2",54551
"ATG4D",84971
"CYB5R2",51700
"GJB2",2706
"NDN",4692
"PSORS1C1",170679
"SLC26A11",284129
"CSF3R",1441
"INSL5",10022
"MAP3K11",4296
"PSORS1C2",170680
"CEP170",9859
"CDSN",1041
"ZNF681",148213
"TPGS2",25941
"KIT",3815
"CTNNA2",1496
"LSM11",134353
"TRMT2A",27037
"LCP1",3936
"ZBTB42",100128927
"ZFC3H1",196441
"MTRNR2L5",100463289
"GNPAT",8443
"LYL1",4066
"FAM43B",163933
"LPCAT1",79888
"CDA",978
"TGS1",96764
"RETN",56729
"SKP2",6502
"CLINT1",9685
"OSTF1",26578
"CCDC124",115098
"PPHLN1",51535
"TMEM68",137695
"SUPT7L",9913
"PINK1",65018
"ZNF726",730087
"MYPN",84665
"CD164",8763
"DDOST",1650
"KCNN1",3780
"ASB15",142685
"IFIT3",3437
"SPINT2",10653
"TMEM19",55266
"LIPA",3988
"SLC4A1AP",22950
"SLC35B4",84912
"IGF2R",3482
"GMCL2",64396
"CPB2",1361
"C17orf58",284018
"RANBP1",5902
"DLGAP5",9787
"USE1",55850
"THAP2",83591
"TKFC",26007
"RPRML",388394
"TGFBR2",7048
"MYL9",10398
"FAM83F",113828
"TMEM200A",114801
"PCNX3",399909
"RNF40",9810
"CCDC88B",283234
"TTC9",23508
"LRRTM1",347730
"SMLR1",100507203
"ZC3H13",23091
"ATOH7",220202
"DLGAP4",22839
"RHOB",388
"REG3A",5068
"TMEM203",94107
"GJB6",10804
"TPRN",286262
"FAT2",2196
"MAP4",4134
"GSR",2936
"CRY2",1408
"SECTM1",6398
"ZNF512",84450
"SEC62",7095
"GREB1L",80000
"TOM1L1",10040
"IFIT1B",439996
"DGCR8",54487
"PTPRN2",5799
"IFIT1",3434
"ZFAT",57623
"GOSR2",9570
"PHYKPL",85007
"IFIT2",3433
"PTPN20",26095
"PPRC1",23082
"CARD14",79092
"LITAF",9516
"CAPN13",92291
"TMEM138",51524
"HES6",55502
"FHOD3",80206
"LYPD6",130574
"DDRGK1",65992
"MGAT5B",146664
"TEX19",400629
"PLCE1",51196
"PHRF1",57661
"WDR78",79819
"CEP170B",283638
"UTS2R",2837
"ZNF114",163071
"CCDC121",79635
"PSPH",5723
"PER2",8864
"GPN1",11321
"A4GALT",53947
"SNRPF",6636
"DDB1",1642
"RAB31",11031
"YARS2",51067
"HS3ST3A1",9955
"HS1BP3",64342
"TRIM35",23087
"NR2F1",7025
"MPG",4350
"CCDC38",120935
"EMP3",2014
"KCNG2",26251
"NDOR1",27158
"UBA6",55236
"SLX4",84464
"TRIM38",10475
"UBA3",9039
"LMOD2",442721
"MICALL1",85377
"WASL",8976
"CBR4",84869
"HNRNPAB",3182
"DIPK2B",79742
"NPRL3",8131
"CCDC114",93233
"AKR7A3",22977
"LILRA3",11026
"PHKG2",5261
"GDF7",151449
"PEAK1",79834
"POM121L12",285877
"FGL2",10875
"PALLD",23022
"PKHD1L1",93035
"MLANA",2315
"TMEM106C",79022
"GLRA3",8001
"ZCRB1",85437
"H1-1",3024
"CCDC146",57639
"SCP2",6342
"CRYL1",51084
"H3C1",8350
"HEXD",284004
"ZNF254",9534
"H4C1",8359
"ENDOU",8909
"WDR26",80232
"H4C2",8366
"PSAP",5660
"GOLGA5",9950
"H3C2",8358
"H2AC4",8335
"ZNF653",115950
"PRICKLE1",144165
"H2BC3",3018
"SGSH",6448
"TMEM143",55260
"GRID2IP",392862
"KIAA2026",158358
"GGA1",26088
"SPDYE17",102723849
"ID2",3398
"PSMB7",5695
"PIGW",284098
"KPNA2",3838
"LACRT",90070
"MTHFD1L",25902
"MTMR6",9107
"ZNHIT3",9326
"ECSIT",51295
"PRR35",146325
"CLU",1191
"MANF",7873
"GRIK3",2899
"ABHD10",55347
"SYNGR4",23546
"CCDC189",90835
"TMF1",7110
"DCD",117159
"KIAA1328",57536
"TRAF3",7187
"NANS",54187
"CNIH3",149111
"KDELR1",10945
"GSAP",54103
"B4GALT5",9334
"DCAF1",9730
"RAB21",23011
"FAM187B",148109
"FAM189A1",23359
"TRIM14",9830
"GRIN2D",2906
"MUCL1",118430
"COX10",1352
"MAPK8IP1",9479
"NSMCE3",56160
"SERPINB3",6317
"SEMA3B",7869
"PHF10",55274
"MAP3K9",4293
"SEMA6D",80031
"DNAJB13",374407
"TAGLN3",29114
"CHGA",1113
"TMEM265",100862671
"MYO19",80179
"OGFOD3",79701
"STEAP1B",256227
"RBM15B",29890
"LMO2",4005
"SRCAP",10847
"CYTH2",9266
"EHMT2",10919
"ELAVL3",1995
"UBE4B",10277
"AMZ2",51321
"DDX60L",91351
"CEMIP2",23670
"LACTBL1",646262
"TEX264",51368
"RPIA",22934
"IL6",3569
"RB1CC1",9821
"KDR",3791
"SEC14L1",6397
"C6orf120",387263
"TBC1D10C",374403
"SERPINB11",89778
"COX11",1353
"RFX5",5993
"LDAH",60526
"GBA",2629
"PTCH1",5727
"LSR",51599
"SPARC",6678
"PHF7",51533
"LYN",4067
"TXNDC2",84203
"GRWD1",83743
"NPW",283869
"RAD54L2",23132
"DDX31",64794
"OXER1",165140
"NACC1",112939
"LILRA4",23547
"POLD4",57804
"TEX46",729059
"SLIT3",6586
"STX5",6811
"HAAO",23498
"TRMT1",55621
"KCNJ14",3770
"LILRA5",353514
"INTS13",55726
"CYBC1",79415
"LMTK3",114783
"CFAP100",348807
"ESCO1",114799
"PPP1CA",5499
"CAPRIN1",4076
"RUFY2",55680
"TRIM41",90933
"EXOC8",149371
"SPRTN",83932
"CPTP",80772
"EFCAB10",100130771
"NPFF",8620
"GGT5",2687
"C11orf94",143678
"SULT2B1",6820
"ATF7-NPFF",114108587
"ZC3H12A",80149
"CXCL10",3627
"SEMA3G",56920
"ZFP64",55734
"TAS1R3",83756
"ATF7",11016
"OCEL1",79629
"DVL1",1855
"CXCL11",6373
"EXT1",2131
"RINT1",60561
"GTF3C4",9329
"FAM83E",54854
"LAT2",7462
"RANBP6",26953
"SPACA4",171169
"VCP",7415
"ARRDC2",27106
"HNRNPH3",3189
"FOXO1",2308
"ART3",419
"AGXT",189
"CDC20",991
"PEX16",9409
"MANSC1",54682
"DHX36",170506
"CAPN7",23473
"CDKN2C",1031
"C9orf43",257169
"DBP",1628
"CARNS1",57571
"GAR1",54433
"G3BP1",10146
"FOXD4L3",286380
"NBPF10",100132406
"ADGRD2",347088
"SPHK2",56848
"PBLD",64081
"PGM5",5239
"ARPP21",10777
"HTT",3064
"POLE3",54107
"CLCF1",23529
"HYAL4",23553
"HHIPL1",84439
"EDARADD",128178
"FDXR",2232
"AIG1",51390
"RAD9A",5883
"GAS2L3",283431
"IFIT5",24138
"MZB1",51237
"PLD4",122618
"SNN",8303
"MEAF6",64769
"THNSL1",79896
"VAPA",9218
"TXNDC11",51061
"CDK7",1022
"HBM",3042
"C1orf185",284546
"PRTFDC1",56952
"VIT",5212
"RPL18",6141
"RARG",5916
"MCEMP1",199675
"CAV1",857
"ZNF384",171017
"ZBTB8A",653121
"MAB21L4",79919
"HBZ",3050
"NR5A1",2516
"TCTE3",6991
"PYHIN1",149628
"SMG8",55181
"SLC16A12",387700
"ZBTB8B",728116
"TRAPPC5",126003
"AHNAK2",113146
"YWHAQ",10971
"ZBTB8OS",339487
"USF2",7392
"PRR11",55771
"ATOX1",475
"GPR158",57512
"UCP2",7351
"RPS6KA4",8986
"TMEM139",135932
"BANK1",55024
"NOTCH2NLA",388677
"ITPA",3704
"CCHCR1",54535
"AMN",81693
"SMPD2",6610
"ENKUR",219670
"INTS7",25896
"SNRPD1",6632
"BTBD3",22903
"ZSCAN20",7579
"PPIL6",285755
"GSTK1",373156
"VSX1",30813
"GRIA4",2893
"CDC42BPB",9578
"GDPD1",284161
"MUTYH",4595
"STEAP4",79689
"NPBWR1",2831
"CA11",770
"TSC2",7249
"SLC9A8",23315
"H2AC6",8334
"H2BC4",8347
"IRX5",10265
"APOB",338
"H1-6",3010
"H3C3",8352
"SRI",6717
"HFE",3077
"ARHGEF26",26084
"NTN5",126147
"SPAM1",6677
"AGPAT3",56894
"SDCCAG8",10806
"RNF208",727800
"OPRK1",4986
"IRF7",3665
"CYSRT1",375791
"RNF11",26994
"IL10RA",3587
"FUT2",2524
"SERINC2",347735
"GRXCR1",389207
"LAMTOR1",55004
"ATP5F1C",509
"AKR7A2",8574
"TNNC1",7134
"MAMSTR",284358
"SPATA2",9825
"DISC1",27185
"PCSK5",5125
"TLR3",7098
"ZBTB48",3104
"AKT3",10000
"DCAF5",8816
"NPPC",4880
"RASIP1",54922
"MRPL43",84545
"PIGQ",9091
"SLC22A1",6580
"RNF224",643596
"ARHGAP26",23092
"LRTOMT",220074
"TDP1",55775
"IRX6",79190
"NR6A1",2649
"PRAC2",360205
"IZUMO1",284359
"NUP58",9818
"HOXB13",10481
"KLRC3",3823
"GRIPAP1",56850
"PANK1",53354
"FUT1",2523
"DTL",51514
"HACE1",57531
"KLRC2",3822
"RPS20",6224
"SLC22A2",6582
"KDM1A",23028
"HDAC11",79885
"ERMARD",55780
"FGF21",26291
"CROCC2",728763
"ABHD3",171586
"EIF1B",10289
"TWNK",56652
"SLC22A18AS",5003
"BCAT2",587
"KLRC1",3821
"MYRIP",25924
"FAM189B",10712
"STX10",8677
"PROB1",389333
"UBE3A",7337
"OSBP2",23762
"PCGF3",10336
"CDC25A",993
"UBAP2",55833
"SEMA4G",57715
"CD36",948
"TMEM229A",730130
"PRRC2C",23215
"TOMM7",54543
"IL33",90865
"CLBA1",122616
"LUZP1",7798
"CAP2",10486
"ANAPC15",25906
"MSANTD1",345222
"MUC2",4583
"NHLRC4",283948
"BDNF",627
"DENND5A",23258
"SNIP1",79753
"SRD5A3",79644
"SLC22A3",6581
"NOC3L",64318
"CDCA4",55038
"CROT",54677
"LARGE2",120071
"H4C3",8364
"FCER2",2208
"H1-2",3006
"TNRC6B",23112
"TAC4",255061
"SLC22A11",55867
"POTEI",653269
"SIPA1",6494
"DMBT1",1755
"SLC66A2",80148
"FAM171A1",221061
"ZNF561",93134
"TPD52L3",89882
"HBA2",3040
"CUX1",1523
"TRAP1",10131
"TDRD15",100129278
"CDKN2D",1032
"FBLN5",10516
"GPR37",2861
"EBF1",1879
"CTDSP2",10106
"UQCRFS1",7386
"KCNK6",9424
"DIS3L2",129563
"TAF1B",9014
"WDR74",54663
"CFC1B",653275
"MMADHC",27249
"VSTM2B",342865
"MIB1",57534
"SPATA24",202051
"CATSPERG",57828
"NR2F6",2063
"POP4",10775
"C7orf77",154872
"ZDHHC4",55146
"DNALI1",7802
"GMEB1",10691
"HAMP",57817
"ANO4",121601
"PODN",127435
"HMG20A",10363
"ANKLE1",126549
"GNL2",29889
"BRK1",55845
"IER2",9592
"VHL",7428
"KCTD8",386617
"AKR1B1",231
"SMIM1",388588
"CLEC4G",339390
"CFC1",55997
"TCF19",6941
"NOL4",8715
"COL2A1",1280
"CHST3",9469
"GUF1",60558
"FEZF2",55079
"PDE3B",5140
"SPTLC3",55304
"TAFA5",25817
"SPOCK2",9806
"STXBP4",252983
"MYBL1",4603
"GALNT14",79623
"GPR160",26996
"SPACA9",11092
"EBAG9",9166
"SLC34A3",142680
"YIPF7",285525
"RPEL1",729020
"FBXO36",130888
"GPR132",29933
"AK8",158067
"GNPDA2",132789
"NUDT7",283927
"GALNT16",57452
"DLX4",1748
"TXNL4A",10907
"CD22",933
"IL18BP",10068
"DLX3",1747
"USHBP1",83878
"TRIP12",9320
"TUBB4B",10383
"FBXO34",55030
"NBPF9",400818
"MDN1",23195
"FAM83A",84985
"PPIAL4H",105371242
"LMCD1",29995
"AP1M2",10053
"ZNF711",7552
"HSBP1L1",440498
"PLCL1",5334
"FAM166A",401565
"NFKBIA",4792
"MSANTD4",84437
"UBXN8",7993
"STK4",6789
"UPB1",51733
"LDB3",11155
"YTHDF2",51441
"MRPL36",64979
"AKAP12",9590
"PSMD8",5714
"CCDC125",202243
"YPEL2",388403
"MRPS6",64968
"INA",9118
"SEPTIN9",10801
"ADORA2A",135
"GDE1",51573
"SLC5A3",6526
"CIT",11113
"TMPRSS4",56649
"VSTM2A",222008
"IQSEC3",440073
"ATP23",91419
"KCNE2",9992
"ZBTB2",57621
"HSD17B14",51171
"DHX40",79665
"BABAM1",29086
"APCDD1",147495
"SNAPC1",6617
"RBM45",129831
"POU5F1",5460
"SLC9A3R2",9351
"RFK",55312
"MAST3",23031
"SPECC1L",23384
"EXD2",55218
"GGN",199720
"DNAH14",127602
"POF1B",79983
"HIF1A",3091
"RAB26",25837
"SLC66A1",54896
"PLEKHA4",57664
"NUMA1",4926
"DNASE1",1773
"IL12RB1",3594
"SPRED3",399473
"CTDSPL",10217
"FAM186B",84070
"TMEM198",130612
"GNAT3",346562
"TMPRSS11D",9407
"ABLIM1",3983
"TMBIM6",7009
"CHPF",79586
"EYA2",2139
"RNF114",55905
"HBA1",3039
"SH3BP5",9467
"SNURF",8926
"VMP1",81671
"SLC1A7",6512
"MOS",4342
"GRM2",2912
"DNAJC18",202052
"PLAG1",5324
"TMPRSS11F",389208
"FAM98C",147965
"SMIM11A",54065
"GNRHR",2798
"DCC",1630
"POTEJ",653781
"PHF13",148479
"RMND1",55005
"TOE1",114034
"KLHL21",9903
"TMPRSS11A",339967
"PPP1R15A",23645
"CYP2R1",120227
"IQCF6",440956
"ADD2",119
"PCNX1",22990
"FAM243A",101928147
"HBQ1",3049
"TULP2",7288
"CSTF2T",23283
"KRBOX4",55634
"TESK2",10420
"DKK1",22943
"CA2",760
"CSMD1",64478
"CHM",1121
"PTRH2",51651
"ALPP",250
"FGFR1OP2",26127
"TMEM252",169693
"ECSCR",641700
"RASGRP4",115727
"HNRNPD",3184
"HTR1D",3352
"ARMT1",79624
"PRKG1",5592
"CLTC",1213
"IQCF2",389123
"IQCF1",132141
"SNRPN",6638
"PLCZ1",89869
"SMIM34A",388820
"CCDC170",80129
"MET",4233
"IQCF3",401067
"ATG14",22863
"KCNE1",3753
"CA3",761
"NUCB1",4924
"MAG",4099
"OPRD1",4985
"VAV2",7410
"IQCF5",389124
"FADS6",283985
"CA13",377677
"THAP3",90326
"DPY19L1",23333
"LRIT3",345193
"APOL4",80832
"RRH",10692
"NR3C1",2908
"IFI30",10437
"CA1",759
"TTLL6",284076
"OSBPL6",114880
"ALB",213
"ADAT2",134637
"ZFP36L2",678
"PACSIN2",11252
"EIF2S3B",255308
"INSM2",84684
"ZAN",7455
"ID1",3397
"DNAJC11",55735
"PIK3R2",5296
"NDUFS6",4726
"VAT1L",57687
"COL23A1",91522
"AASDHPPT",60496
"MORC2",22880
"CLEC3A",10143
"SLC22A12",116085
"PEX3",8504
"KBTBD3",143879
"OTOP2",92736
"PPP2CB",5516
"PTK2B",2185
"USH1G",124590
"DHDH",27294
"RAB3GAP2",25782
"SEMA4D",10507
"OTOP3",347741
"SGK1",6446
"SNAI1",6615
"GADL1",339896
"THADA",63892
"LBHD2",107984640
"FUCA2",2519
"CAMP",820
"EXOC3L4",91828
"CD209",30835
"OLFML2A",169611
"BAX",581
"CYP27C1",339761
"TAF9",6880
"PRPF40B",25766
"TUSC3",7991
"TMEM165",55858
"UBE2V1",7335
"FAM120B",84498
"FAM122A",116224
"OVCH2",341277
"TINAGL1",64129
"IRX4",50805
"PIP5K1B",8395
"UCP3",7352
"COX4I2",84701
"RAD17",5884
"TSNAX",7257
"CD44",960
"TBX20",57057
"GATA6",2627
"CLOCK",9575
"TNFRSF10C",8794
"BAMBI",25805
"LRRC47",57470
"FTL",2512
"ZNF562",54811
"NBPF1",55672
"CPLX1",10815
"PRKAR1A",5573
"BDH1",622
"NPAP1",23742
"DENND6B",414918
"IRAK2",3656
"DLL1",28514
"PRUNE2",158471
"BCL2L1",598
"ARFGAP3",26286
"TAF3",83860
"FAM8A1",51439
"FMNL3",91010
"IGFBP3",3486
"ITGA8",8516
"GYS1",2997
"NTHL1",4913
"EGLN1",54583
"LIN28B",389421
"TMEM189-UBE2V1",387522
"GUCY1A2",2977
"RNF145",153830
"HERPUD2",64224
"CDHR5",53841
"TMEM189",387521
"RNF213",57674
"CORO2A",7464
"MFSD5",84975
"SLC5A8",160728
"ETAA1",54465
"HDDC2",51020
"GCNT1",2650
"DCAF12",25853
"DNAJC19",131118
"TP53",7157
"TNFAIP2",7127
"IFRD2",7866
"SCAMP3",10067
"LYZL1",84569
"IRX2",153572
"PCGF6",84108
"ABCB4",5244
"CALCB",797
"TBPL2",387332
"CABP7",164633
"ZMAT5",55954
"TRIM52",84851
"AKR1B10",57016
"SOX2",6657
"TPD52L1",7164
"PCDHA2",56146
"CALB1",793
"LRBA",987
"CALCA",796
"PCDHA1",56147
"KCNS1",3787
"RUVBL2",10856
"NADK2",133686
"NUP153",9972
"GHRHR",2692
"VCPIP1",80124
"RACK1",10399
"KHDRBS3",10656
"LIN52",91750
"SERPINB7",8710
"TCF4",6925
"NAA80",24142
"PCDHA10",56139
"KIF1B",23095
"CADPS",8618
"TMPRSS7",344805
"OR10A6",390093
"PLEKHF1",79156
"RPL35",11224
"APOL2",23780
"LSMEM2",132228
"TEX15",56154
"C19orf12",83636
"UHRF2",115426
"HLF",3131
"C8orf76",84933
"HYAL3",8372
"WDR38",401551
"ENDOV",284131
"ARF6",382
"ARSG",22901
"PCDHA5",56143
"LHB",3972
"PCDHA3",56145
"SLC39A8",64116
"NARF",26502
"MIER1",57708
"PCDHA8",56140
"WFDC5",149708
"PCDHA12",56137
"CCNE1",898
"WRN",7486
"CGB3",1082
"ZHX1",11244
"C13orf42",647166
"KCNK13",56659
"CYP46A1",10858
"TNFRSF10D",8793
"CGB2",114336
"RTN4RL2",349667
"BICDL1",92558
"CGB1",114335
"ZHX1-C8orf76",100533106
"PCDHAC1",56135
"FAM20A",54757
"MTERF4",130916
"CGB5",93659
"TMEM41B",440026
"LRRC39",127495
"ELOVL1",64834
"TAF5",6877
"CGB8",94115
"UQCR10",29796
"CDRT15",146822
"C5orf38",153571
"TRIP11",9321
"PCDHA13",56136
"TRMT13",54482
"ATP5MD",84833
"NTF4",4909
"STPG3",441476
"CGB7",94027
"ATP6V1H",51606
"URI1",8725
"SMIM33",111064649
"PURG",29942
"CASP8AP2",9994
"CAPZA3",93661
"PCDHA11",56138
"TNFRSF10A",8797
"KCNA7",3743
"C8orf44-SGK3",100533105
"ISM1",140862
"NBPF12",149013
"UTP20",27340
"SNRNP70",6625
"C14orf119",55017
"HNRNPR",10236
"WIPI1",55062
"AK6",102157402
"SGK3",23678
"ACIN1",22985
"SEC61G",23480
"FAM126A",84668
"MDM2",4193
"PCDHA7",56141
"PCDHA4",56144
"TRAF3IP1",26146
"PAX5",5079
"PCDHA6",56142
"MBD2",8932
"TGM4",7047
"KTN1",3895
"JAG2",3714
"KIF20B",9585
"SPDL1",54908
"SNED1",25992
"SLC16A6",9120
"FAM124A",220108
"RBFA",79863
"OBSL1",23363
"PCDHA9",9752
"PDXP",57026
"PCDHAC2",56134
"C7orf26",79034
"PSMB1",5689
"ARPC5L",81873
"SH3BP1",23616
"STT3B",201595
"LIN7B",64130
"CLK4",57396
"TBP",6908
"NAPG",8774
"BMPR1A",657
"CERS3",204219
"DNAH10",196385
"SLC16A14",151473
"C19orf73",55150
"KAT6B",23522
"GHRL",51738
"PPFIA3",8541
"EIF3F",8665
"ITPK1",3705
"ZXDC",79364
"RAB15",376267
"INTS6",26512
"POPDC3",64208
"ZBTB18",10472
"ZDHHC8",29801
"NUDT14",256281
"MAGOHB",55110
"C1orf100",200159
"INHA",3623
"BVES",11149
"ZNF250",58500
"ADSS2",159
"SPDYE3",441272
"PPP2R5A",5525
"CHURC1-FNTB",100529261
"POLI",11201
"PDCD2",5134
"C8orf88",100127983
"ZNF853",54753
"CZIB",54987
"TMEM64",169200
"MXRA8",54587
"CTAG1B",1485
"PDCD6IP",10015
"ASB1",51665
"FNTB",2342
"FNTB",100529261
"BOK",666
"NECAB1",64168
"VSX2",338917
"CPT2",1376
"PILRA",29992
"CATSPERE",257044
"TATDN2",9797
"ZNF436",80818
"ZNF664",144348
"CHURC1",91612
"VCPKMT",79609
"CBWD1",55871
"MYOC",4653
"HRC",3270
"ZNF678",339500
"CFAP36",112942
"GJA10",84694
"ATP5MC2",517
"MYOCOS",110806290
"SEC13",6396
"STING1",340061
"DNA2",1763
"FAM172A",83989
"ATG16L1",55054
"GPX2",2877
"PILRB",29990
"CAPZA2",830
"MAX",4149
"RYR1",6261
"ZNF316",100131017
"GABRG1",2565
"SP140",11262
"TRPM4",54795
"LMLN2",100128908
"RRP9",9136
"ODF2L",57489
"ZNF12",7559
"CCDC92",80212
"IPO7",10527
"MYO3A",53904
"IFI16",3428
"SERPINE3",647174
"FFAR1",2864
"CAPN14",440854
"FFAR3",2865
"CCDC188",388849
"RAB35",11021
"GPR42",2866
"NBR1",4077
"MICAL1",64780
"RTN4R",65078
"PDP1",54704
"COCH",1690
"AURKAIP1",54998
"RFLNA",144347
"RFLNA",100533183
"STYK1",55359
"FAM149A",25854
"KIF24",347240
"POU5F2",134187
"IRX1",79192
"INSYN2B",100131897
"DOCK2",1794
"FFAR2",2867
"CLEC4M",10332
"HS3ST3B1",9953
"NPTX1",4884
"UBAP1",51271
"LINGO1",84894
"TESPA1",9840
"YBX2",51087
"ESPL1",9700
"KRTDAP",388533
"MBL2",4153
"GATA3",2625
"CASKIN1",57524
"AC113348.1",102724657
"PRKACG",5568
"ZNF354A",6940
"KCNMA1",3778
"SLC2A4",6517
"TRAF7",84231
"VAMP4",8674
"MYO5A",4644
"IFT88",8100
"EHD3",30845
"RPTOR",57521
"SLC4A11",83959
"MICOS10",440574
"NRDE2",55051
"MRPS31",10240
"ZNF354B",117608
"BRCA1",672
"RGS12",6002
"NEDD4L",23327
"KIAA0825",285600
"GLRA1",2741
"HCRTR1",3061
"PARP3",10039
"UBE2N",7334
"TJP2",9414
"PEF1",553115
"PSMC1",5700
"CAPZB",832
"SATB2",23314
"SLC6A16",28968
"ASCC2",84164
"CWF19L2",143884
"LTV1",84946
"NUDT4",11163
"COL16A1",1307
"SLIT2",9353
"SP110",3431
"PHACTR2",9749
"TWIST2",117581
"LUC7L",55692
"ZBTB24",9841
"AP4S1",11154
"SLC43A1",8501
"CNN1",1264
"ALPG",251
"C3orf52",79669
"DACH2",117154
"PACC1",55248
"GCSAM",257144
"HMHB1",57824
"WRAP53",55135
"DKKL1",27120
"ALPI",248
"MAB21L2",10586
"GAP43",2596
"ATG4B",23192
"PKD1",5310
