"external_id","study","sra.study_title","sra.library_layout","sra.platform_model","recount_project.organism","cell_line","sra","study_title","label","geo","attributes","platform","Model","protocol","abstract","sample_title","full_attributes","organism","tag","cell_type","tissue","cell_state","Induction_details","time_after_treatment","genetic_manipulations","cancer_cell_line","immortalised"
"ERR1805228","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","Primary","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","E-MTAB-5403:K21","SAMEA54039418","Experimental Factor: Irradiation, day 10;;irradiate|Experimental Factor: Primary epidermal keratinocytes;;cell type","Illumina HiSeq 2500","paired","Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use.  Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent).  Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).","We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.","Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs","alias;;E-MTAB-5403:K21|broker name;;ArrayExpress|cell type;;Primary epidermal keratinocytes|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510167|SRA accession;;ERS1510167|title;;K21","human","senescence","Keratinocyte","Skin","Stress-induced CS","10 Gy","10 days","None","no","no"
"ERR1805229","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","Primary","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","E-MTAB-5403:K22","SAMEA54040168","Experimental Factor: Irradiation, day 10;;irradiate|Experimental Factor: Primary epidermal keratinocytes;;cell type","Illumina HiSeq 2500","paired","Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use.  Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent).  Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).","We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.","Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs","alias;;E-MTAB-5403:K22|broker name;;ArrayExpress|cell type;;Primary epidermal keratinocytes|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510168|SRA accession;;ERS1510168|title;;K22","human","senescence","Keratinocyte","Skin","Stress-induced CS","10 Gy","10 days","None","no","no"
"ERR1805230","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","Primary","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","E-MTAB-5403:K23","SAMEA54040918","Experimental Factor: Irradiation, day 10;;irradiate|Experimental Factor: Primary epidermal keratinocytes;;cell type","Illumina HiSeq 2500","paired","Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use.  Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent).  Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).","We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.","Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs","Alias;;E-MTAB-5403:K23|Broker name;;ArrayExpress|cell_type;;Primary epidermal keratinocytes|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510169|SRA accession;;ERS1510169|Title;;K23","human","senescence","Keratinocyte","Skin","Stress-induced CS","10 Gy","10 days","None","no","no"
"ERR1805231","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","Primary","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","E-MTAB-5403:K24","SAMEA54041668","Experimental Factor: Irradiation, day 10;;irradiate|Experimental Factor: Primary epidermal keratinocytes;;cell type","Illumina HiSeq 2500","paired","Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use.  Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent).  Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).","We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.","Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs","alias;;E-MTAB-5403:K24|broker name;;ArrayExpress|cell type;;Primary epidermal keratinocytes|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510170|SRA accession;;ERS1510170|title;;K24","human","senescence","Keratinocyte","Skin","Stress-induced CS","10 Gy","10 days","None","no","no"
"ERR1805232","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","Primary","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","E-MTAB-5403:K25","SAMEA54042418","Experimental Factor: Irradiation, day 20;;irradiate|Experimental Factor: Primary epidermal keratinocytes;;cell type","Illumina HiSeq 2500","paired","Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use.  Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent).  Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).","We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.","Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs","Alias;;E-MTAB-5403:K25|Broker name;;ArrayExpress|cell_type;;Primary epidermal keratinocytes|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510171|SRA accession;;ERS1510171|Title;;K25","human","senescence","Keratinocyte","Skin","Stress-induced CS","10 Gy","20 days","None","no","no"
"ERR1805233","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","Primary","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","E-MTAB-5403:K26","SAMEA54043168","Experimental Factor: Irradiation, day 20;;irradiate|Experimental Factor: Primary epidermal keratinocytes;;cell type","Illumina HiSeq 2500","paired","Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use.  Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent).  Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).","We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.","Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs","Alias;;E-MTAB-5403:K26|Broker name;;ArrayExpress|cell_type;;Primary epidermal keratinocytes|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510172|SRA accession;;ERS1510172|Title;;K26","human","senescence","Keratinocyte","Skin","Stress-induced CS","10 Gy","20 days","None","no","no"
"ERR1805234","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","Primary","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","E-MTAB-5403:K27","SAMEA54043918","Experimental Factor: Irradiation, day 20;;irradiate|Experimental Factor: Primary epidermal keratinocytes;;cell type","Illumina HiSeq 2500","paired","Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use.  Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent).  Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).","We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.","Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs","alias;;E-MTAB-5403:K27|broker name;;ArrayExpress|cell type;;Primary epidermal keratinocytes|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510173|SRA accession;;ERS1510173|title;;K27","human","senescence","Keratinocyte","Skin","Stress-induced CS","10 Gy","20 days","None","no","no"
"ERR1805235","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","Primary","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","E-MTAB-5403:K28","SAMEA54044668","Experimental Factor: Irradiation, day 20;;irradiate|Experimental Factor: Primary epidermal keratinocytes;;cell type","Illumina HiSeq 2500","paired","Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use.  Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent).  Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).","We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.","Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs","Alias;;E-MTAB-5403:K28|Broker name;;ArrayExpress|cell_type;;Primary epidermal keratinocytes|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510174|SRA accession;;ERS1510174|Title;;K28","human","senescence","Keratinocyte","Skin","Stress-induced CS","10 Gy","20 days","None","no","no"
"ERR1805236","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","Primary","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","E-MTAB-5403:K29","SAMEA54045418","Experimental Factor: Irradiation, day 20;;irradiate|Experimental Factor: Primary epidermal keratinocytes;;cell type","Illumina HiSeq 2500","paired","Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use.  Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent).  Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).","We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.","Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs","alias;;E-MTAB-5403:K29|broker name;;ArrayExpress|cell type;;Primary epidermal keratinocytes|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510175|SRA accession;;ERS1510175|title;;K29","human","senescence","Keratinocyte","Skin","Stress-induced CS","10 Gy","20 days","None","no","no"
"ERR1805237","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","Primary","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","E-MTAB-5403:K3","SAMEA54046168","Experimental Factor: Primary epidermal keratinocytes;;cell type|Experimental Factor: Proliferation;;irradiate","Illumina HiSeq 2500","paired","Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use.  Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent).  Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).","We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.","Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs","alias;;E-MTAB-5403:K3|broker name;;ArrayExpress|cell type;;Primary epidermal keratinocytes|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510176|SRA accession;;ERS1510176|title;;K3","human","senescence","Keratinocyte","Skin","Proliferating","None",NA,"None","no","no"
